Financial Year,Area Code,Glass,Metal,Paper,Plastic,Compost,Electrical Goods,Construction Demolition,Textiles,Wood,Other
2020/21,9604,4.31,177.91,0.16,0,1925.86,229.37,1234.69,8.23,705.44,54.85
2020/21,9604,1.82,71.15,0.46,0,770.35,77.5,0,5.53,167,15.49
2020/21,9604,6.98,35.69,0.56,0,385.17,51.23,0,3.4,120.8,11.06
2020/21,9604,3.03,88.95,0.3,0,962.93,68.77,0,5.24,175.14,16.79
2020/21,9604,130.12,155.84,443.62,276.58,872.57,199.52,1590.19,9.54,530.63,60.53
2020/21,9604,5.27,74.33,0,0,565.82,114.74,0,1.56,0,36.62
2020/21,9605,3.769,23.43,33.7,37.12,206.62,106.923,467.84,4.557,200.07,55.425
2020/21,9605,4.748,24.041,11.04,13.58,68.64,22.13,70.12,4.756,38.58,16.9
2020/21,9605,0,45.34,0.4,0,176.48,48.388,2.68,1.34,84.94,3.51
2020/21,9605,9.725,36.513,42.48,26.43,147.39,35.661,97.95,6.146,69.52,36.405
2020/21,9605,2.772,145.37,58.42,0,461.32,165.342,13.84,5.564,402.39,45.533
2020/21,9605,77.548,119.221,240.33,195.96,896.23,309.868,1048.8,20.568,874.34,336.536
2020/21,9605,25.32,74.079,125.2,2,898.32,125.297,2.5,7.602,25.66,64.98
2020/21,9605,45.506,84.536,167.11,158.17,862.13,212.534,844.86,13.851,476.9,141.863
2020/21,9605,11.477,25.14,6.22,0,307.02,43.86,1.92,8.145,0,23.249
2020/21,9605,4.572,24.05,4.59,0,81,32.492,2.86,5.964,62.25,8.768
2020/21,9605,0,21.02,3.67,0,42.84,17.297,2.95,1.52,34.28,5.322
2020/21,9605,1.997,36.24,4.38,0,170.44,35.487,2.2,2.48,164,8.372
2020/21,9606,185.78,167.14,34.426,84.62,773.39,199.872,470.88,32.747,483.18,218.752
2020/21,9606,36.773,78.12,32.414,33,390,72.819,0,8.065,108,88.804
2020/21,9606,8.32,51.53,35.937,19.92,151.42,43.321,5.78,3.243,66.4,3.22
2020/21,9606,27.445,48,32.294,20,178,47.852,0,6.289,74.62,58.44
2020/21,9606,19.704,35,32.294,16,152,29.094,0,3.473,71,45.488
2020/21,9606,15.83,44,32.294,15,97.5,32.365,0,3.965,65,49.625
2020/21,9606,18.188,21,32.294,13,112,14.662,0,3.261,64,39.712
2020/21,9606,27.956,79,32.294,34,389.63,68.155,0,6.995,109,84.594
2020/21,9606,28.347,0.09,32.294,16,55,33.851,0,5.33,35,42.082
2020/21,9606,26.642,25,32.294,19,145,34.769,0,5.575,65,62.663
2020/21,9606,21.101,32,32.294,13,0,17.583,0,3.35,31,45.932
2020/21,9606,11.717,18,32.294,18,142,29.971,0,3.776,91,50.099
2020/21,9606,25.6,278.77,325.78,138.39,1767.08,312.224,837.58,24.428,563.72,158.232
2020/21,9606,6.946,33.28,13.136,0,42.6,34.587,0,3.24,26.58,3.71
2020/21,9606,7.554,51.66,36.927,50.36,168.2,75.36,13.92,6.97,83.8,3.72
2020/21,9607,166.06,484.16,210.38,0,1992.26,694.31,2123.64,29.34,1915.31,99.69
2020/21,9607,50.03,144.03,56.66,0,680.26,164.36,359.97,2.96,316.64,52.75
2020/21,9607,67.58,208.79,155.34,2.26,1594.44,242.61,1408.74,8.8,676.63,44.66
2020/21,9608,76.81,274.31,198.34,103.42,1144.47,313.797,1416.15,53.98,735.7,53.34
2020/21,9608,3.11,37.91,24.74,17.18,73.83,36.09,48.8,3.44,73.48,4.39
2020/21,9608,47.402,216.192,207.427,64,383.17,259.896,1233.78,17.184,742.11,89.086
2020/21,9608,30.63,98.89,84.84,48.46,366.72,111.04,275.14,18.16,211.06,19.11
2020/21,9608,0,382.99,546.62,144.56,752.49,521.81,923.12,0,954.04,31.305
2020/21,9609,11.85,40.18,162.8,5.93,1523.926,94.095,243.94,4.24,300.02,4.357
2020/21,9609,18.033,200.84,207.425,70.67,3272.354,258.135,786.9,5.02,449.06,49.204
2020/21,9609,9.949,49.87,0,0,497.67,73.866,139.988,12.785,149.18,15.035
2020/21,9609,5.225,49.99,0,0,497.67,63.754,139.126,13.09,149.18,15.893
2020/21,9609,2.266,49.87,0,0,497.67,44.389,139.126,6.41,149.18,21.873
2020/21,9609,89.1,107.83,124.6,56.04,995.47,142.092,813.13,25.96,304.68,48.574
2020/21,9609,0,26.34,0,0,59,0,37.68,0.24,50.58,4.594
2020/21,9609,5.1,168.595,95.38,66.32,783.733,188.084,0,27.555,367.73,17.858
2020/21,9609,14.84,139.035,118.74,47.52,1498.984,178.68,238.54,12.16,322.83,5.868
2020/21,9609,4.67,64.8,0,9.58,133.695,81.488,0,8.205,169.31,2.2
2020/21,9609,9.96,36.635,10.6,8.08,163.705,24.12,0,2.36,69.32,2.199
2020/21,9609,0.788,36.285,0,0,193.695,20.533,0,2.56,7.33,1.691
2020/21,9610,103.42,147.07,29.1,0,690.38,208.577,0,5.681,589.02,22.036
2020/21,9610,81.042,137.39,0,0,481.84,227.791,0,4.982,620.13,26.86
2020/21,9610,109.43,136.13,29.52,0,712.24,166.837,0,4.007,486.29,26.58
2020/21,9610,4.4,19.28,19.88,6.52,47.48,39.91,23.8,5.87,57.44,2.18
2020/21,9610,7.25,60.11,20.76,9.28,167.79,37.33,0,6.6,77.44,0.85
2020/21,9610,15.02,42.59,36.69,15.42,136.52,39.95,47.78,4.37,74.98,3.52
2020/21,9610,25.98,98.68,134.3,41.28,828.93,146.41,172.1,22.37,278.5,56.69
2020/21,9610,21.44,93.53,94.57,27.28,683.24,105.33,154.92,11.31,229.04,11.65
2020/21,9610,13.33,79.08,81.6,32.12,424.09,130.2,111.22,9.05,223.06,39.58
2020/21,9610,17.58,128.84,150.38,48.4,476.43,187.5,209.38,20.74,394.24,59.18
2021/22,9601,143.57,332.22,157.7,78,2604.12,303.57,4312.48,143.48,1611.1,191.9
2021/22,9601,70.13,116.02,53.8,26.4,1927.92,164.26,1186.5,5.93,619.1,23.4
2021/22,9601,63.79,142.68,65.7,0,1316.78,152.67,584.4,21.1,629.7,30.5
2021/22,9601,66.79,354.61,310.68,193.36,3081.92,416.11,2356.36,231.16,1243.66,141.32
2021/22,9601,78.36,371.65,368.68,243.62,499.2,468.18,2018.2,291.1,1423.68,153.82
2021/22,9611,48.16,72.71,21.7,0,430,102.79,0,3.35,239.5,17.1
2021/22,9611,50.46,0.27,31.6,0,235,46.26,0,3.54,0,10.28
2021/22,9611,29.74,68.73,16.52,0,312,77.58,0,2.58,210.46,16.38
2021/22,9611,30.71,39.03,14.48,0,78,45.82,0,2.33,143.4,8.64
2021/22,9611,74.86,71.31,24.23,0,469,107.16,0,3.57,277.12,29.8
2021/22,9611,134.69,175.17,72,0,1055,226.18,0,8.24,546.32,62.26
2021/22,9611,133.48,54.23,50.66,0,586,99.09,0,19.03,174.98,13.3
2021/22,9611,204.37,526.48,207.94,88.24,3049,600.6,2414.32,359.79,2048.8,241.86
2021/22,9611,74.14,90.35,42.99,0,741,124.96,0,5.26,343.26,37.4
2021/22,9602,34.77,36.63,73.8,43.25,259.27,80.71,0,9.44,120.84,12.24
2021/22,9602,91.48,198.78,281.5,90.69,709.17,274.07,641.96,43.82,499.18,70.13
2021/22,9602,18.75,35.57,72.84,37.24,160.78,40.54,0,7.76,50.06,8.08
2021/22,9602,34.39,34.4,63.62,27.76,246.04,52.88,0,7.22,107.14,10.35
2021/22,9602,169.38,78.45,214.265,58.36,1027.21,229.44,456.58,15.34,774.94,21.741
2021/22,9602,101.63,47.07,134.725,29.48,616.33,102.89,273.95,7.96,425.74,13.059
2021/22,9602,67.75,31.37,86.16,19.65,410.88,63.61,182.63,1.88,277.94,10.012
2021/22,9602,78.52,254.88,233.51,156.97,1761.735,349.98,643.4,26.32,611.14,68.93
2021/22,9602,140.82,440.82,291.29,166.63,1583.805,554.22,1224.84,54.16,1201.34,141.86
2021/22,9603,12.13,77,7.51,0,0,0,0,0,0,0.14
2021/22,9603,81.39,52.51,71.59,0,61.96,78.65,0,0,0,0
2021/22,9603,188.31,356.06,325.87,170.94,771.76,473.47,43.77,1.9,1755.73,163.37
2021/22,9603,194.05,314.43,219.72,138.48,576.22,392.2,33.02,0,1335.06,134.13
2021/22,9603,242.49,391.23,278.38,138.32,1424.56,413.6,55.6,0,1791.36,123.1
2021/22,9603,208.03,402.33,340.52,143.72,974.2,376.26,62.08,5.66,1538.89,143.03
2021/22,9603,28.83,66.29,49.86,0,53.8,0,0,0,0,0
2021/22,9604,3.21,37.62,102.4,0,203.93,39.46,377.48,7.08,138.74,22.46
2021/22,9604,8.98,105.66,38.79,0,823.78,102.81,0,12.82,338.43,25.67
2021/22,9604,3.69,52.81,30.18,0,411.9,91.27,559.8,4.24,169.23,19.84
2021/22,9604,16.07,34.57,1.9,0,373.97,68.82,0,9.65,177.6,30.39
2021/22,9604,11.29,34.3,1.2,0,373.98,40.85,0,5.67,128.6,18.13
2021/22,9604,7.12,171.5,3.68,0,1869.86,196.75,910.9,12.32,743.95,54.92
2021/22,9604,2.61,69.45,3.76,0,747.94,76.25,0,11.54,159.74,20.3
2021/22,9604,5.23,34.54,3.16,0,373.98,48.72,0,5.74,102.74,14.26
2021/22,9604,1.44,85.75,2,0,934.91,59.93,0,11.19,175.76,19.76
2021/22,9604,106.41,157.95,410.93,230.69,815.77,190.2,1509.94,8.68,554.9,58.9
2021/22,9604,4.98,75.42,0,0,483.88,100.98,7.16,1.4,0,34.27
2021/22,9605,0.68,66.3,33.36,38.52,247.29,120.94,575.05,5.14,291.9,180.81
2021/22,9605,2.14,17.2,8.9,11.52,81.82,15.3,50.27,5.39,40.78,39.01
2021/22,9605,0,38.87,0.72,0,152.13,45.36,3.29,1.28,93.11,3.15
2021/22,9605,7.83,29.21,44.38,27.74,141.82,28.02,97.62,5.82,82.52,82.75
2021/22,9605,1.11,135.78,49.8,14.04,457.24,157.49,323.19,6.94,399.57,78.57
2021/22,9605,100.9,422.01,486.12,462.18,1642.35,451.44,2426.98,37.42,1491.06,1154.49
2021/22,9605,28.66,136.96,160.42,0,886.2,129.68,0,8.52,259.22,99.74
2021/22,9605,10.41,48.02,8.24,0,392.67,38.2,5.39,9.6,84.52,18.75
2021/22,9605,1.96,18.35,2.76,0,23.4,26.54,2.59,4.2,27.6,7.93
2021/22,9605,0,15.1,4.95,0,33.4,16.84,1.82,1.4,28.75,3.47
2021/22,9605,2.27,32.74,1.99,0,88.06,36.3,2.4,2.04,71.46,12.39
2021/22,9606,136.82,131.62,25.25,114.76,969.62,182.074,188.94,43.794,563.52,258.345
2021/22,9606,27.064,51.12,25.055,26,310.58,71.929,0,8.97,109,91.53
2021/22,9606,22.76,42.88,25.11,28.5,168.04,45.303,4.44,5.455,103.24,19.532
2021/22,9606,37.975,29,25.055,16,211,43.199,0,8.148,68,68.072
2021/22,9606,24.613,25,25.055,13,150,27.25,0,4.322,46.74,53.746
2021/22,9606,24.446,27,25.055,13,141,31.838,0,3.865,52,49.649
2021/22,9606,18.444,17,25.055,12,115,16.671,0,7.676,44,38.232
2021/22,9606,39.116,51.06,25.055,27.02,305.38,65.117,0,9.273,114,87.362
2021/22,9606,34.349,0.3,25.055,12,68,27.388,0,6.325,35,42.842
2021/22,9606,33.869,21,25.055,13,101,38.225,0,5.26,47,55.611
2021/22,9606,32.962,20,25.055,9,0,16.959,0,3.601,31,44.404
2021/22,9606,13.144,18,25.055,16,165,23.61,0,4.128,77,50.28
2021/22,9606,35.3,248.3,248.6,139.18,1674.76,277.375,1266.76,41.525,667.2,437.608
2021/22,9606,8.316,30.98,9.13,0,26.28,31.2,0,3.697,38.76,3.6
2021/22,9606,7.687,42.99,39.72,49.26,151.68,75.251,80.84,9.744,155.3,27.136
2021/22,9607,215.55,511.24,202.43,0,2026.18,646.04,2443.82,25.04,2266.47,103.5
2021/22,9607,54.68,129.91,58.19,0,652.09,168.61,329.1,3.41,380.95,53.08
2021/22,9607,75.25,214.36,171.88,0,1849.16,230.61,1573.54,10.27,805.41,60.37
2021/22,9608,70.123,237.19,171.367,109.24,1137.81,274.612,1194.18,60.84,693.49,89.424
2021/22,9608,1.372,38.07,60.96,14.96,70.05,33.073,48.48,4.12,84.62,5.056
2021/22,9608,67.325,246.757,246.847,101.56,447.52,321.925,1177.5,23.11,808.94,91.894
2021/22,9608,23.226,82.359,68.138,46.98,388.42,91.348,254,17.33,184.73,20.796
2021/22,9608,61.827,377.29,447.22,167.64,754.04,498.454,852.63,37.46,969.36,112.891
2021/22,9609,7.47,34.91,95.92,2.06,887.14,87.517,0,4.21,147.43,3.553
2021/22,9609,13.766,170.49,284.47,57.06,3350.07,215.227,1029.18,8.86,780.65,104.504
2021/22,9609,10.234,58.33,0,0,521.04,81.668,111.3,14.064,135.21,7.579
2021/22,9609,2.242,58.45,0,0,481.04,65.573,86.94,15.925,130.2,1.367
2021/22,9609,1.941,58.33,0,0,490.88,43.991,86.96,8.464,120.2,3.858
2021/22,9609,53.98,117.35,85.82,56.1,1052.07,142.421,836.34,26.61,318.63,43.772
2021/22,9609,0,13.88,0,0,43.66,0,28.54,1.162,31.9,0
2021/22,9609,0.614,97.14,72.68,39.5,436.78,113.111,13.24,10.205,190.4,5.033
2021/22,9609,45.7,189.59,180.42,93.8,3525.81,247.712,491.64,23.4,367,21.521
2021/22,9609,1.538,58.55,0,0,0,68.384,0,4.56,221.22,1.786
2021/22,9609,9.352,29.21,18.3,8.46,26.9,25.995,0,1.224,84.7,1.306
2021/22,9609,0.453,40.65,0,0,26.9,18.175,0,2.2,0,1.636
2021/22,9610,108.32,141.26,38.72,0,569.78,189.58,0,7.02,579.22,30.58
2021/22,9610,89.35,139.69,15.38,0,540.74,202.48,0,5.35,616.21,35.1
2021/22,9610,111.87,130.17,34.26,0,642.14,149.05,0,6.4,565.08,24.74
2021/22,9610,9.07,37.44,34.5,14.46,68.36,40.21,30.56,3.84,73.45,0.44
2021/22,9610,3.9,71.11,27.3,16.48,132.96,36.34,4.68,5.35,95.04,0
2021/22,9610,9,41.52,32.62,12.96,174.87,36.64,53.24,5.87,77.52,2.48
2021/22,9610,26.87,130.25,136.52,40.44,793.93,123.71,167.14,24.99,290.4,52.98
2021/22,9610,21.57,96.19,99.81,31.42,606.37,78.26,170.44,11.81,219,9.79
2021/22,9610,13.05,72.08,86.83,28.58,364.95,122.14,117,14.9,245.73,27.68
2021/22,9610,15.95,117.87,133.01,53.15,448.92,162.16,174.7,25,379.03,52.8
